ProjectID,ProjectName,ShortName,Country,State,Region,City,County,LatitudeDegrees,LatitudeMinutes,LatitudeSeconds,LatitudeDirection,LongitudeDegrees,LongitudeMinutes,LongitudeSeconds,LongitudeDirection,Technology,Status,StatusDate,PPADateMonth,PPADateDay,PPADateYear,FeedInTariffType,TariffRate,TariffRateUnit,TariffYears,TariffInfo,BreakGroundMonth,BreakGroundDay,BreakGroundYear,ProductionStartMonth,ProductionStartDay,ProductionStartYear,SiteSolarResource,SiteSolarResourceDataSource,ProjectType,Cost,CostCurrency,CostInfoSource,ElectricityGeneration,ElectricityGenerationBasis,ElectricityGenerationExplanation,ContactCompany,ContactWebSite,Contact1,Contact1Email,ContactCompany2,ContactWebSite2,Contact2,Contact2Email,ConstructionJobYears,AnnualOperationsJobs,Developer1,Developer2,Operator1,Operator2,EPCContractor,EPCContractorTask,LandArea,LandAreaUnits,DriveManufacturer1,DriveManufacturer2,HeatTransferFluidType,HeatTransferFluidCompany,GrossTurbineCapacity,NetCapacity,OtherTurbineCapacity,CapacityUnit,TurbineThermodynamicCycleType,PowerCyclePressure,PowerCyclePressureUnits,TurbineSupplier,TurbineSupplierCountry,CoolingMethod,CoolingMethodDescription,TurbineEfficiency,DesignPointSolarElectricEfficiency,DesignPointConditions,AnnualSolarElectricEfficiency,BackupType,BackupPercent,StorageType,StorageCapacity,StorageCapacityUnit,StorageDescription,LongDescription,Photo,AltText,Caption,Credit,PublishStatus,DraftID,Deleted
4280,Greenway CSP Mersin Tower Plant,,TR,  ,Southern Turkey,Mersin,,36,51,55,North,34,36,36,East,Power tower,Operational,2014-11-24 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,2012,NULL,,Demonstration,NULL,,,NULL,,,Greenway CSP,http://www.greenwaycsp.com,Serdar Erturan,serdar.erturan@greenwaycsp.com,,,,,NULL,NULL,Greenway CSP,,Greenway CSP,,,,NULL,,,,Water,,1.4,1,,MW,Steam Rankine,55,bar,,,,,NULL,NULL,,NULL,,NULL,Other,4,MW/h,"Molten salt. Single 3-phase tank, natural circulation, super steam junction design",,,,,,Published,0,0
4284,Jemalong Solar Thermal Station,,AU,  ,New South Wales,Jemalong,,33,24,NULL,South,148,6,NULL,East,Power tower,Operational,2016-07-25 00:00:00.000,,NULL,NULL,,NULL,,,,April,NULL,2014,January,NULL,2016,NULL,,Pilot project,10.06,AU$ million,,2200,,,Vast Solar,http://www.vastsolar.com/,Vast Solar,info@vastsolar.com,,,,,NULL,NULL,Vast Solar,,Vast Solar,,,,10,hectares,,,Liquid sodium,,1.1,NULL,,MW,Steam Rankine,NULL,,,,Dry cooling,MACCSOL Air Cooled Condenser,NULL,NULL,,NULL,None,NULL,2-tank direct,3,hours,Liquid sodium,"This page provides information on Jemalong Solar Thermal Station, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
4285,ASE Demo Plant,,IT,  ,,Massa Martana,,42,43,47,North,12,31,45,East,Parabolic trough,Operational,2015-01-22 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,2013,1527,,Demonstration,NULL,,,275,,,,,SolarPACES,ezequiel@solarpaces.org,,,,,NULL,NULL,Archimede Solar Energy,,,,Chiyoda Corporation,,3,hectares,,,Molten salt,,0.35,NULL,,MW,Steam Rankine,NULL,,Siemens,,,,15.61,NULL,,NULL,,NULL,2-tank direct,4.27,MWh-t,Molten salt,,,,,,Published,0,0
4287,IRESEN 1 MWe CSP-ORC pilot project,,MA,  ,,Benguerir,,NULL,NULL,NULL,,NULL,NULL,NULL,,Linear Fresnel reflector,Under construction,2016-07-26 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,2015,September,NULL,2016,NULL,,Demonstration - Research,5560000,Euro,,1700,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,IRESEN,,IRESEN,,Enerray Spa –  Maccaferri Group,,NULL,,,,Mineral oil,,1,NULL,,MW,Organic Rankine,NULL,,Exergy – Maccaferri Group,,Dry cooling,Direct,NULL,NULL,,NULL,,NULL,Other,20,minutes,Buffer,"This page provides information on IRESEN 1 MWe CSP-ORC pilot project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
4288,Rende-CSP Plant,,IT,  ,Calabria,Rende,,39,22,25,North,16,14,47,East,Linear Fresnel reflector,Operational,2015-02-16 00:00:00.000,,NULL,NULL,,NULL,,,,June,NULL,2013,May,30,2014,1700,,Demostration,NULL,,,3000,Estimated,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Falck Renewables,,,,Elianto,,2,hectares,,,Diathermic oil,,1,1,,MW,Organic Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,,,,,,published,0,0
4289,Redstone Solar Thermal Power Plant,,ZA,  ,,Postmasburg,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-09-08 00:00:00.000,,NULL,NULL,,124,$ per MWh,,,,NULL,2015,,NULL,2018,NULL,,Commercial,NULL,,,480000,,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,ACWA,Solar Reserve,,,ACCIONA Industrial,,NULL,,,,Molten salt,,100,100,,MW,NULL,NULL,,,,Dry cooling,,NULL,NULL,,NULL,,NULL,2-tank direct,12,hours,Molten salt,,,,,,Published,0,0
4290,Kathu Solar Park,,ZA,  ,,Kathu,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2016-06-01 00:00:00.000,,NULL,NULL,,NULL,,20,,May,31,2016,,NULL,2018,NULL,,Commercial,NULL,,,NULL,,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Engie,,,,Acciona and Sener,,NULL,,,,Thermal oil,,100,100,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,4.5,hours,Molten salt,,,,,,Published,0,0
4291,Ilanga I,,ZA,  ,,Upington,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2017-05-22 00:00:00.000,,NULL,NULL,,NULL,,20,,,NULL,2018,,NULL,2020,NULL,,Commercial,NULL,,,NULL,,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Emvelo and Cobra,,,,Sener,,NULL,,,,Thermal oil,,100,100,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,4.5,hours,Molten salt,,,,,,Published,0,0
4292,NOOR II,,MA,  ,,Ouarzazate,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2017-03-23 00:00:00.000,,NULL,NULL,,1.36,MAD per kWh,,USD 0.14 kWh,May,NULL,2015,,NULL,2017,NULL,,,NULL,,,NULL,,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,ACWA,,,,Sener - SEPCOIII,,NULL,,,,Thermal oil,,200,185,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,7,hours,Molten salt,,,,,,Published,0,0
4293,NOOR III,,MA,  ,,Ouarzazate,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under construction,2017-03-23 00:00:00.000,,NULL,NULL,,1.42,MAD per kWh,,USD 0.15 kWh,May,NULL,2015,,NULL,2017,NULL,,,NULL,,,NULL,,,,,Webmaster,webmaster@nrel.gov,,,,,NULL,NULL,ACWA,,,,Sener - SEPCOIII,,NULL,,,,Molten salt,,150,134,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,7,hours,Molten salt,,,,,,Published,0,0
4294,Delingha 50MW Thermal Oil Parabolic Trough project,,CN,  ,Qinghai Province,Delingha,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2017-04-17 00:00:00.000,,NULL,NULL,,NULL,,,,July,1,2014,,NULL,2017,1976,,Commercial,NULL,,,NULL,,,,,Webmaster,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,CGN Delingha Solar Energy,,,,IDOM,Thermal energy storage system engineering,NULL,,,,Thermal oil,,50,50,,MW,Steam Rankine,NULL,,,,Wet cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,9,hours,Molten salt,,,,,,Published,0,0
4295,Huanghe Qinghai Delingha 135 MW DSG Tower CSP Project,,CN,  ,Qinghai Province,Delingha,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-11-10 00:00:00.000,September,1,2016,Feed-in Tariff,1.15,Yuan/kWh,,,,NULL,2015,,NULL,2017,NULL,,,NULL,,,628448,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,BrightSource Energy,,,,,,13,km2,,,Water/Steam,,135,135,,MW,Steam Rankine,NULL,,,,Dry cooling,,NULL,NULL,,NULL,,NULL,2-tank indirect,3.7,hours,Molten salt,,,,,,Published,0,0
4296,Shagaya CSP Project,,KW,  ,,Kuwait City,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2015-11-25 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,December,NULL,2017,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Kuwait Institute for Scientific Research (KISR),,TSK,,TSK,,NULL,,,,,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,10,hours,Molten salt,,,,,,published,0,0
4299,Copiapó,,CL,  ,,Copiapó,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2015-11-25 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,2019,NULL,,,NULL,,,1800000,Expected,,Solar Reserve,http://www.SolarReserve.com,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Solar Reserve,,,,,,NULL,,,,,,260,260,2x130 MW,MW,Steam Rankine,NULL,,,,Dry cooling,,NULL,NULL,,NULL,None,NULL,2-tank direct,14,hours,Molten salt,,,,,,published,0,0
4300,ISCC Duba 1,,SA,  ,Tabuk province,Duba,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2017-01-31 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,2016,,NULL,2017,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Saudi Electricity Co.,,,,Initec Energia,,NULL,,,,Thermal oil,,43,43,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,,,,,,Published,0,0
4301,Golmud,,CN,  ,Qinghai province,Golmud,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under construction,2016-02-25 00:00:00.000,,NULL,NULL,,NULL,,,,July,20,2015,July,NULL,2018,2158,Local Meteorological Bureau,,5380,RMB million,,1120000,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Qinghai CSP Electric Power Group,,,,China Shipbuilding Industry,,25,km2,,,Molten salt,,200,200,2x100,MW,NULL,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,15,hours,Molten salt,,,,,,Published,0,0
4302,Sundrop CSP Project,,AU,  ,,Port Augusta,,32,35,38,South,137,51,21,East,Power tower,Operational,2016-10-26 00:00:00.000,,NULL,NULL,,NULL,,,,October,12,2015,October,6,2016,NULL,,,NULL,,,1700,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Aalborg CSP,,,,John Holland,,NULL,,,,Water/Steam,,1.5,1.5,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,"The Sundrop 36 MWth CSP Project is able to heat the greenhouses in wintertime (20,000 MWh/year), to provide fresh water by desalinating seawater (250,000 m3/year) and to run a steam turbine to produce electricity (1700 MWh/year).",,,,,Published,0,0
4303,SunCan Dunhuang 100 MW Phase II,,CN,  ,Gansu Province,Dunhuang,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under construction,2017-01-11 00:00:00.000,,NULL,NULL,,NULL,,,,November,NULL,2015,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,SunCan,,,,,,NULL,,,,Molten Salt,,100,100,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,11,hours,Molten Salt,,,,,,Published,0,0
4304,Qinghai Gonghe 50 MW CSP Plant,,CN,  ,Qinghai Province,Gonghe,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-09-26 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Supcon Solar,,,,,,NULL,,,,Molten Salt,,50,50,,  ,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,6,hours,Molten Salt,,,,,,published,0,0
4305,Hami 50 MW CSP Project,,CN,  ,Xinjiang Autonomous Region,Hami,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-09-26 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Supcon Solar,,,,,,NULL,,,,Molten Salt,,50,50,,MW,NULL,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,8,hours,Molten Salt,,,,,,published,0,0
4306,Golden Tower 100MW Molten Salt project,,CN,  ,Gansu Province,Jinta,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-09-26 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,SunCan,,,,,,NULL,,,,Molten Salt,,100,100,,  ,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,8,hours,Molten Salt,,,,,,published,0,0
4307,Yumen 50MW Molten Salt Tower CSP project,,CN,  ,Gansu Province,Yumen,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-09-26 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Shanghai Parasol Renewable Energy Company and Jiangsu Xinchen CSP Co., Ltd",,,,,,NULL,,,,Molten Salt,,50,50,,  ,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,6,hours,Molten Salt,,,,,,published,0,0
5303,Yumen 100MW Molten Salt Tower CSP project,,CN,  ,Gansu Province,Yumen,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-09-27 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,SunCan,,,,,,NULL,,,,Molten Salt,,100,100,,MW,NULL,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,10,hours,Molten Salt,,,,,,published,0,0
5304,Shangyi 50MW DSG Tower CSP project,,CN,  ,Hebei Province,Shangyi,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2016-09-27 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Institute of Electrical Engineering of CAS,,,,,,NULL,,,,Water/Steam,,50,50,,MW,NULL,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,4,hours,Molten Salt,,,,,,published,0,0
5305,Yumen 50MW Thermal Oil Trough CSP project,,CN,  ,Gansu Province,Yumen,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2016-09-28 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Royal Tech CSP Limited,,,,,,NULL,,,,Thermal Oil,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,7,hours,Molten Salt,,,,,,published,0,0
5306,Gansu Akesai 50MW Molten Salt Trough project,,CN,  ,Gansu Province,Akesai,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2016-09-28 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Tianjin Binhai Concentrating Solar Power Investment Co., Ltd.",,,,,,NULL,,,,Molten Salt,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,15,hours,Molten Salt,,,,,,published,0,0
5307,Rayspower Yumen 50MW Thermal Oil Trough project,,CN,  ,Gansu Province,Yumen,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2017-01-31 00:00:00.000,September,1,2016,FiT,1.15,RMB/kWh,,,November,26,2016,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Yumen Zhongshangmingde CSP Co., Ltd",,,,,,NULL,,,,Thermal oil,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,7,hours,Molten Salt,,,,,,Published,0,0
5308,Urat Middle Banner 100MW Thermal Oil Parabolic Trough project,,CN,  ,Inner Mongolia,Urat Middle Banner,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2017-05-12 00:00:00.000,,NULL,NULL,,NULL,,,,April,28,2017,,NULL,2018,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Changzhou Royal Tech Solar Thermal Equipment Co., Ltd.",,,,,,NULL,,,,Thermal Oil,,100,100,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,4,hours,Molten Salt,,,,,,Published,0,0
5309,Gulang 100MW Thermal Oil Parabolic Trough project,,CN,  ,Gansu Province,Wuwei,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2016-09-29 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Changzhou Royal Tech Solar Thermal Equipment Co., Ltd.",,,,,,NULL,,,,Thermal oil,,100,100,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,7,hours,Molten Salt,,,,,,published,0,0
5310,Chabei 64MW Molten Salt Parabolic Trough project,,CN,  ,Hebei Province,Chabei,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under development,2016-09-29 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,SkyFuel,,,,,,NULL,,,,Molten Salt,,64,64,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,16,hours,Molten Salt,,,,,,published,0,0
5311,Dacheng Dunhuang 50MW Molten Salt Fresnel project,,CN,  ,Gansu Province,Dunhuang,,NULL,NULL,NULL,,NULL,NULL,NULL,,Linear Fresnel reflector,Under development,2016-09-29 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Lanzhou Dacheng Technology Co., Ltd",,,,,,NULL,,,,Molten Salt,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,13,hours,Molten Salt,,,,,,published,0,0
5312,Zhangbei 50MW CSG Fresnel CSP project,,CN,  ,Hebei Province,Zhangbei,,NULL,NULL,NULL,,NULL,NULL,NULL,,Linear Fresnel reflector,Under development,2016-09-29 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Beijing TeraSolar Photothermal Technologies Co., Ltd",,,,,,NULL,,,,Water/Steam,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,Other,14,hours,Solid state formulated concrete,,,,,,published,0,0
5313,Zhangjiakou 50MW CSG Fresnel project,,CN,  ,Hebei Province,Zhangbei,,NULL,NULL,NULL,,NULL,NULL,NULL,,Linear Fresnel reflector,Under development,2016-09-29 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Beijing TeraSolar Photothermal Technologies Co., Ltd",,,,,,NULL,,,,Water/Steam,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,Other,14,hours,Solid state formulated concrete,,,,,,Published,0,0
5314,Urat 50MW Fresnel CSP project,,CN,  ,Inner Mongolia,Urat Middle Banner,,NULL,NULL,NULL,,NULL,NULL,NULL,,Linear Fresnel reflector,Under development,2016-09-29 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,NULL,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,"Huaneng North United Power Co., Ltd.",,,,,,NULL,,,,Thermal oil,,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank indirect,6,hours,Molten Salt,,,,,,published,0,0
5315,Dadri ISCC Plant,,IN,  ,Uttar Pradesh,Dadri,,NULL,NULL,NULL,,NULL,NULL,NULL,,Linear Fresnel reflector,Under construction,2016-11-23 00:00:00.000,,NULL,NULL,,NULL,,,,November,4,2016,September,NULL,2017,NULL,,,NULL,,,14000,,The solar field will feed the solar thermal energy into the water-steam cycle of a 210 MW unit of the power station.,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Frenell,,,,Thermax,,NULL,,,,Water,,14,NULL,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,The project involves the integration of a concentrated solar field into the Dadri coal fired power station.,,,,,published,0,0
6315,SunCan Dunhuang 10 MW Phase I,,CN,  ,Gansu Province,Dunhuang,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Operational,2017-01-11 00:00:00.000,,NULL,NULL,,NULL,,,,August,NULL,2014,December,26,2016,NULL,,,420,RMB million,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,SunCan,,,,,,120,hectares,,,Molten salt,,10,10,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,2-tank direct,15,hours,Molten salt,,,,,,published,0,0
7315,Waad Al Shamal ISCC Plant,,SA,  ,,Waad Al Shamal,,NULL,NULL,NULL,,NULL,NULL,NULL,,Parabolic trough,Under construction,2017-02-07 00:00:00.000,,NULL,NULL,,NULL,,,,,NULL,NULL,,NULL,2018,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,General Electric,,,,,,NULL,,,,,Thermal Oil,50,50,,MW,Steam Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,,,,,,published,0,0
8315,MINOS,,GR,  ,Crete Island,Atherinolakos,,NULL,NULL,NULL,,NULL,NULL,NULL,,Power tower,Under development,2017-04-05 00:00:00.000,,NULL,NULL,Feed-In Tariff,0.278,Euro/kWh,25,,,NULL,NULL,,NULL,2020,2200,Ground Meteo Station,Commercial,NULL,,,NULL,,,Nur Energie,www.nurenergie.com,Alex Phocas-Cosmetatos,apc@nurenergie.com,,,,,NULL,NULL,NUR Energie,,,,,,150,hectares,,,,,52,52,,MW,Steam Rankine,NULL,,,,Dry cooling,,NULL,NULL,,NULL,Diesel / biodiesel / biomass,15,2-tank indirect,5,hours,"60% sodium nitrate, 40% potassium nitrate",The MINOS CSP Tower project has been awarded the NER300 award of the European Union and will contribute significantly to the decarbonisation of the Crete island electricity grid which is based on fuel oil and diesel oil. The project is currently under development.,,,,,published,0,0
8316,Aalborg CSP-Brønderslev CSP with ORC project,,DK,  ,North Jutland,Brønderslev,,57,15,16,North,9,59,19,East,Parabolic trough,Operational,2017-05-17 00:00:00.000,,NULL,NULL,,NULL,,,,April,NULL,2016,December,30,2016,NULL,,,NULL,,,NULL,,,,,Webmaster Solar,Webmaster.Solar@nrel.gov,,,,,NULL,NULL,Aalborg CSP,,,,Aalborg CSP,,NULL,,,,,,16.6,NULL,MWth for production of heat and electricity,MW,Organic Rankine,NULL,,,,,,NULL,NULL,,NULL,,NULL,None,NULL,,,"This page provides information on Aalborg-Brønderslev CSP project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.",,,,,Published,0,0
